HI	0
HII	1
HeI	0
HeII	1
HeIII	2
CI	0
CII	1
NI	0
NII	1
OI	0
OII	1
NeI	0
NeII	1
NaI	0
NaII	1
MgI	0
MgII	1
AlI	0
AlII	1
SiI	0
SiII	1
PI	0
PII	1
SI	0
SII	1
ArI	0
ArII	1
KI	0
KII	1
CaI	0
CaII	1
CrI	0
CrII	1
MnI	0
MnII	1
FeI	0
FeII	1
CoI	0
CoII	1
NiI	0
NiII	1
