2.482491e+02 8.604022e+03 7.251470e-01
4.143559e+01 1.441187e+03 7.225921e-01
1.637420e+01 5.715306e+02 7.200463e-01
7.322773e+00 2.565002e+02 7.175095e-01
3.599379e+00 1.265239e+02 7.149815e-01
1.906118e+00 6.724000e+01 7.124625e-01
1.072163e+00 3.795523e+01 7.099524e-01
6.338651e-01 2.251854e+01 7.074511e-01
3.907431e-01 1.393053e+01 7.049586e-01
2.496034e-01 8.930165e+00 7.024749e-01
1.644139e-01 5.903102e+00 7.000000e-01
1.112329e-01 4.007816e+00 6.975338e-01
7.704186e-02 2.785699e+00 6.950762e-01
4.614140e-02 1.677248e+00 6.914062e-01
2.875027e-02 1.050625e+00 6.877555e-01
1.405707e-02 5.182420e-01 6.817137e-01
7.404877e-03 2.754150e-01 6.757251e-01
4.143141e-03 1.554646e-01 6.697891e-01
2.436500e-03 9.223594e-02 6.639052e-01
1.494038e-03 5.705944e-02 6.580730e-01
9.493397e-04 3.657796e-02 6.522920e-01
4.186065e-04 1.641602e-02 6.408820e-01
2.028742e-04 8.097531e-03 6.296716e-01
1.059297e-04 4.303360e-03 6.186572e-01
5.874864e-05 2.429135e-03 6.078355e-01
3.424541e-05 1.441187e-03 5.972031e-01
2.292445e-05 9.784708e-04 5.888313e-01
1.645096e-05 7.108944e-04 5.816023e-01
1.199773e-05 5.249013e-04 5.744620e-01
7.520559e-06 3.354742e-04 5.634182e-01
5.253044e-06 2.380771e-04 5.545406e-01
3.878613e-06 1.782847e-04 5.467668e-01
2.704400e-06 1.265239e-04 5.372026e-01
1.920969e-06 9.147156e-05 5.278058e-01
1.352641e-06 6.564859e-05 5.178417e-01
1.017181e-06 5.017552e-05 5.095023e-01
7.737841e-07 3.879398e-05 5.012972e-01
6.699115e-07 3.388395e-05 4.968934e-01
5.594616e-07 2.861883e-05 4.913131e-01
4.770855e-07 2.465601e-05 4.863100e-01
3.997469e-07 2.090114e-05 4.806788e-01
3.312691e-07 1.754219e-05 4.746100e-01
2.677292e-07 1.438920e-05 4.676265e-01
1.894601e-07 1.044099e-05 4.560540e-01
1.279278e-07 7.264695e-06 4.425756e-01
8.309499e-08 4.886546e-06 4.273786e-01
5.048956e-08 3.099766e-06 4.093668e-01
3.477067e-08 2.209065e-06 3.955892e-01
2.369752e-08 1.562401e-06 3.811975e-01
1.685463e-08 1.150351e-06 3.682380e-01
1.316099e-08 9.220243e-07 3.587451e-01
1.111362e-08 7.930125e-07 3.522211e-01
9.690529e-09 7.020418e-07 3.469160e-01
8.683407e-09 6.368989e-07 3.426569e-01
7.889403e-09 5.850273e-07 3.389283e-01
7.242217e-09 5.423696e-07 3.355954e-01
6.920330e-09 5.210146e-07 3.338234e-01
6.674438e-09 5.046347e-07 3.324126e-01
6.477052e-09 4.914423e-07 3.312414e-01
6.361789e-09 4.837201e-07 3.305407e-01
6.286235e-09 4.786506e-07 3.300744e-01
6.248839e-09 4.761391e-07 3.298415e-01
6.211693e-09 4.736430e-07 3.296088e-01
6.174797e-09 4.711621e-07 3.293762e-01
6.138148e-09 4.686964e-07 3.291438e-01
6.066846e-09 4.638949e-07 3.286875e-01
6.008944e-09 4.599916e-07 3.283130e-01
5.975353e-09 4.577254e-07 3.280941e-01
5.947082e-09 4.558171e-07 3.279089e-01
5.921241e-09 4.540720e-07 3.277388e-01
5.903036e-09 4.528421e-07 3.276185e-01
5.887855e-09 4.518162e-07 3.275180e-01
5.873239e-09 4.508283e-07 3.274209e-01
5.862651e-09 4.501125e-07 3.273504e-01
5.852430e-09 4.494213e-07 3.272822e-01
5.841021e-09 4.486497e-07 3.272060e-01
5.827742e-09 4.477514e-07 3.271171e-01
5.816387e-09 4.469831e-07 3.270409e-01
5.805057e-09 4.462163e-07 3.269647e-01
5.792212e-09 4.453469e-07 3.268782e-01
5.781277e-09 4.446065e-07 3.268044e-01
5.770535e-09 4.438791e-07 3.267317e-01
5.760666e-09 4.432106e-07 3.266648e-01
5.750646e-09 4.425319e-07 3.265968e-01
5.740138e-09 4.418199e-07 3.265253e-01
5.729482e-09 4.410978e-07 3.264528e-01
5.712109e-09 4.399202e-07 3.263341e-01
5.695299e-09 4.387804e-07 3.262189e-01
5.674031e-09 4.373378e-07 3.260728e-01
5.649525e-09 4.356750e-07 3.259036e-01
5.621996e-09 4.338061e-07 3.257127e-01
5.584102e-09 4.312320e-07 3.254484e-01
5.546008e-09 4.286426e-07 3.251809e-01
5.498037e-09 4.253791e-07 3.248414e-01
5.442555e-09 4.216011e-07 3.244449e-01
5.383923e-09 4.176042e-07 3.240215e-01
5.326936e-09 4.137152e-07 3.236055e-01
5.243952e-09 4.080442e-07 3.229916e-01
5.167232e-09 4.027932e-07 3.224153e-01
5.086752e-09 3.972761e-07 3.218014e-01
5.002752e-09 3.915080e-07 3.211502e-01
4.915479e-09 3.855045e-07 3.204618e-01
4.826856e-09 3.793968e-07 3.197500e-01
4.720978e-09 3.720845e-07 3.188822e-01
4.619700e-09 3.650737e-07 3.180336e-01
4.514664e-09 3.577858e-07 3.171335e-01
4.408667e-09 3.504130e-07 3.162037e-01
4.311961e-09 3.436702e-07 3.153355e-01
4.188222e-09 3.350189e-07 3.141957e-01
4.040679e-09 3.246678e-07 3.127916e-01
3.906640e-09 3.152289e-07 3.114707e-01
3.754545e-09 3.044763e-07 3.099158e-01
3.578642e-09 2.919815e-07 3.080369e-01
3.383016e-09 2.780071e-07 3.058356e-01
3.098125e-09 2.574954e-07 3.023913e-01
2.776606e-09 2.340928e-07 2.981028e-01
2.500309e-09 2.137382e-07 2.940027e-01
2.263920e-09 1.961201e-07 2.901208e-01
2.040457e-09 1.792693e-07 2.860629e-01
1.828139e-09 1.630579e-07 2.817781e-01
1.610363e-09 1.461955e-07 2.768404e-01
1.387676e-09 1.286653e-07 2.710606e-01
1.160147e-09 1.103916e-07 2.641296e-01
9.520016e-10 9.327577e-08 2.565126e-01
7.105029e-10 7.278895e-08 2.453241e-01
4.941817e-10 5.362601e-08 2.316067e-01
2.678273e-10 3.220911e-08 2.089854e-01
1.409526e-10 1.902962e-08 1.861586e-01
5.324542e-11 8.707490e-09 1.536841e-01
1.802876e-11 3.738524e-09 1.212008e-01
5.733074e-12 1.573459e-09 9.157397e-02
7.764188e-13 3.745446e-10 5.209935e-02
1.366895e-13 1.165326e-10 2.948000e-02
1.190247e-14 2.560020e-11 1.168513e-02
