0.000000e+00 1.681868e+05
1.364876e+03 4.747226e+04
8.069174e+02 2.816492e+04
4.974205e+02 1.742352e+04
3.177480e+02 1.116935e+04
2.093007e+02 7.383265e+03
1.416007e+02 5.012751e+03
9.807516e+01 3.484195e+03
6.935611e+01 2.472640e+03
4.996494e+01 1.787617e+03
3.659980e+01 1.314076e+03
2.721483e+01 9.805737e+02
2.051410e+01 7.417540e+02
1.373669e+01 4.993313e+02
9.426493e+00 3.444736e+02
5.274266e+00 1.944464e+02
3.101692e+00 1.153635e+02
1.901928e+00 7.136674e+01
1.208520e+00 4.574965e+01
7.918494e-01 3.024185e+01
5.328908e-01 2.053223e+01
2.582612e-01 1.012794e+01
1.348498e-01 5.382400e+00
7.478768e-02 3.038224e+00
4.359480e-02 1.802555e+00
2.649708e-02 1.115105e+00
1.825797e-02 7.792942e-01
1.340152e-02 5.791192e-01
9.975528e-03 4.364298e-01
6.433412e-03 2.869791e-01
4.586683e-03 2.078764e-01
3.442732e-03 1.582490e-01
2.445415e-03 1.144075e-01
1.766161e-03 8.410000e-02
1.263891e-03 6.134121e-02
9.623791e-04 4.747226e-02
7.405318e-04 3.712687e-02
6.448787e-04 3.261780e-02
5.424012e-04 2.774612e-02
4.653772e-04 2.405092e-02
3.925256e-04 2.052357e-02
3.275135e-04 1.734332e-02
2.666854e-04 1.433309e-02
1.909308e-04 1.052203e-02
1.305371e-04 7.412867e-03
8.588320e-05 5.050511e-03
5.290516e-05 3.248070e-03
3.678502e-05 2.337042e-03
2.530381e-05 1.668306e-03
1.813746e-05 1.237906e-03
1.423908e-05 9.975529e-04
1.206683e-05 8.610288e-04
1.055130e-05 7.644013e-04
9.475606e-06 6.950040e-04
8.625509e-06 6.396122e-04
7.931160e-06 5.939646e-04
7.585301e-06 5.710786e-04
7.320854e-06 5.535083e-04
7.108417e-06 5.393468e-04
6.984300e-06 5.310528e-04
6.902914e-06 5.256062e-04
6.862623e-06 5.229073e-04
6.822598e-06 5.202246e-04
6.782836e-06 5.175579e-04
6.743335e-06 5.149072e-04
6.666470e-06 5.097445e-04
6.604036e-06 5.055465e-04
6.567809e-06 5.031088e-04
6.537317e-06 5.010559e-04
6.509442e-06 4.991784e-04
6.489803e-06 4.978550e-04
6.473425e-06 4.967511e-04
6.457656e-06 4.956880e-04
6.446232e-06 4.949176e-04
6.435204e-06 4.941738e-04
6.422893e-06 4.933434e-04
6.408564e-06 4.923765e-04
6.396310e-06 4.915496e-04
6.384083e-06 4.907242e-04
6.370221e-06 4.897883e-04
6.358419e-06 4.889913e-04
6.346825e-06 4.882082e-04
6.336172e-06 4.874886e-04
6.325357e-06 4.867578e-04
6.314013e-06 4.859913e-04
6.302511e-06 4.852138e-04
6.283756e-06 4.839458e-04
6.265608e-06 4.827184e-04
6.242645e-06 4.811649e-04
6.216184e-06 4.793740e-04
6.186455e-06 4.773610e-04
6.145529e-06 4.745882e-04
6.104380e-06 4.717983e-04
6.052553e-06 4.682816e-04
5.992600e-06 4.642096e-04
5.929228e-06 4.599008e-04
5.867621e-06 4.557073e-04
5.777882e-06 4.495906e-04
5.694892e-06 4.439250e-04
5.607805e-06 4.379704e-04
5.516877e-06 4.317427e-04
5.422373e-06 4.252586e-04
5.326371e-06 4.186593e-04
5.211628e-06 4.107551e-04
5.101819e-06 4.031734e-04
4.987883e-06 3.952882e-04
4.872848e-06 3.873074e-04
4.767846e-06 3.800049e-04
4.633420e-06 3.706307e-04
4.473028e-06 3.594069e-04
4.327212e-06 3.491650e-04
4.161628e-06 3.374888e-04
3.969956e-06 3.239089e-04
3.756570e-06 3.087047e-04
3.445371e-06 2.863561e-04
3.093482e-06 2.608082e-04
2.790459e-06 2.385416e-04
2.530702e-06 2.192310e-04
2.284683e-06 2.007263e-04
2.050474e-06 1.828887e-04
1.809732e-06 1.642951e-04
1.562965e-06 1.449181e-04
1.310122e-06 1.246621e-04
1.078089e-06 1.056296e-04
8.078229e-07 8.275910e-05
5.645179e-07 6.125853e-05
3.081990e-07 3.706424e-05
1.633313e-07 2.205090e-05
6.227425e-08 1.018402e-05
2.127178e-08 4.411013e-06
6.817319e-09 1.871033e-06
9.332007e-10 4.501763e-07
1.654486e-10 1.410508e-07
1.451233e-11 3.121355e-08
7.127859e-13 5.853088e-09
1.432356e-14 8.922205e-10
5.063161e-16 2.231259e-10
3.029873e-18 3.688317e-11
1.317978e-20 7.596799e-12
8.467507e-25 8.295967e-13
