-1.000000e+02	2.578787e+09
-9.000000e+01	2.975406e+04
-8.000000e+01	8.598796e+04
-7.000000e+01	2.348796e+05
-6.000000e+01	6.986070e+05
-5.000000e+01	1.940752e+06
-4.000000e+01	4.277285e+06
-3.000000e+01	8.056360e+06
-2.000000e+01	1.297651e+07
-1.000000e+01	1.968646e+07
0.000000e+00	2.776412e+07
1.000000e+01	3.807273e+07
2.000000e+01	5.198569e+07
3.500000e+01	8.403277e+07
5.000000e+01	1.297889e+08
7.500000e+01	3.011220e+08
1.000000e+02	6.659257e+08
1.250000e+02	1.355887e+09
1.500000e+02	2.430031e+09
1.750000e+02	3.527507e+09
2.000000e+02	4.358424e+09
2.500000e+02	4.542932e+09
3.000000e+02	3.682675e+09
3.500000e+02	2.624552e+09
4.000000e+02	1.764205e+09
4.500000e+02	1.120070e+09
4.900000e+02	6.845979e+08
5.250000e+02	4.132543e+08
5.600000e+02	2.347458e+08
6.150000e+02	7.982970e+07
6.600000e+02	2.836759e+07
7.000000e+02	1.026680e+07
7.500000e+02	3.672060e+06
8.000000e+02	1.488904e+06
8.540000e+02	5.137363e+05
9.000000e+02	2.141343e+05
9.460000e+02	1.032110e+05
9.710000e+02	7.235004e+04
1.003000e+03	4.607854e+04
1.032000e+03	3.085775e+04
1.065000e+03	2.044379e+04
1.101000e+03	1.348092e+04
1.143000e+03	8.421498e+03
1.214000e+03	3.836206e+03
1.299000e+03	1.586748e+03
1.398000e+03	6.087916e+02
1.520000e+03	2.014121e+02
1.617000e+03	9.505849e+01
1.722000e+03	4.314671e+01
1.820000e+03	1.927874e+01
1.894000e+03	1.044635e+01
1.946000e+03	6.560604e+00
1.989000e+03	4.559271e+00
2.024000e+03	3.436048e+00
2.055000e+03	2.698971e+00
2.083000e+03	2.094751e+00
2.098000e+03	1.799577e+00
2.110000e+03	1.604473e+00
2.120000e+03	1.462539e+00
2.126000e+03	1.377840e+00
2.130000e+03	1.318389e+00
2.132000e+03	1.280757e+00
2.134000e+03	1.225894e+00
2.136000e+03	1.150510e+00
2.138000e+03	1.034011e+00
2.141930e+03	9.594975e-01
2.145160e+03	1.638133e+00
2.147050e+03	4.370199e+00
2.148650e+03	7.394942e+00
2.150120e+03	6.714358e+00
2.151160e+03	1.694229e+00
2.152030e+03	5.037589e-01
2.152870e+03	1.110416e-01
2.153480e+03	6.028848e-02
2.154070e+03	6.339710e-03
2.154730e+03	3.433616e-03
2.155500e+03	2.556623e-03
2.156160e+03	2.295155e-03
2.156820e+03	2.142112e-03
2.157570e+03	1.663956e-03
2.158210e+03	1.468894e-03
2.158840e+03	1.349439e-03
2.159420e+03	1.272413e-03
2.160010e+03	1.234104e-03
2.160630e+03	1.208341e-03
2.161260e+03	1.179534e-03
2.162290e+03	1.131747e-03
2.163290e+03	1.071100e-03
2.164560e+03	1.000157e-03
2.166030e+03	9.526062e-04
2.167690e+03	9.140523e-04
2.169990e+03	8.713555e-04
2.172320e+03	8.368820e-04
2.175280e+03	7.963782e-04
2.178740e+03	7.415659e-04
2.182440e+03	6.975456e-04
2.186080e+03	6.332906e-04
2.191460e+03	5.561047e-04
2.196520e+03	5.064585e-04
2.201920e+03	4.670253e-04
2.207660e+03	4.353699e-04
2.213740e+03	4.087171e-04
2.220040e+03	3.564773e-04
2.227740e+03	3.125428e-04
2.235290e+03	2.821529e-04
2.243320e+03	2.572611e-04
2.251640e+03	2.376587e-04
2.259430e+03	2.226699e-04
2.269690e+03	2.069239e-04
2.282380e+03	1.915396e-04
2.294370e+03	1.798369e-04
2.308550e+03	1.684453e-04
2.325780e+03	1.573350e-04
2.346100e+03	1.467515e-04
2.378190e+03	1.338583e-04
2.418660e+03	1.133793e-04
2.457900e+03	9.545841e-05
2.495560e+03	8.395924e-05
2.535470e+03	7.520173e-05
2.578230e+03	6.833575e-05
2.628320e+03	6.252949e-05
2.688100e+03	5.721590e-05
2.761490e+03	5.221477e-05
2.844400e+03	4.787339e-05
2.970760e+03	3.548329e-05
3.133790e+03	2.483138e-05
3.424990e+03	1.703873e-05
3.752710e+03	1.308689e-05
4.295860e+03	9.862672e-06
4.968640e+03	7.818629e-06
5.762830e+03	6.431877e-06
7.360820e+03	4.905487e-06
8.974240e+03	4.035139e-06
1.159620e+04	3.187006e-06
1.539200e+04	2.607837e-06
2.113310e+04	2.080901e-06
2.667660e+04	1.734609e-06
3.607950e+04	1.333026e-06
4.700930e+04	1.026040e-06
6.808440e+04	6.676574e-07
