0.000000e+00   9.532824e-130
2.358098e+01   9.532824e-130
2.243092e+01   9.532824e-130
2.133695e+01   9.532824e-130
2.029633e+01   9.532824e-130
1.930647e+01   9.532824e-130
1.836488e+01   9.532824e-130
1.746922e+01   9.532824e-130
1.661723e+01   9.532824e-130
1.580680e+01   9.532824e-130
1.503589e+01   9.532824e-130
1.430259e+01   9.532824e-130
1.360504e+01   9.532824e-130
1.262199e+01   9.532824e-130
1.170997e+01   9.532824e-130
1.033401e+01   9.532824e-130
9.119731e+00   9.532824e-130
8.048134e+00   9.532824e-130
7.102454e+00   9.532824e-130
6.267893e+00   9.532824e-130
5.531396e+00   9.532824e-130
4.307856e+00   9.532824e-130
3.354962e+00   9.532824e-130
2.612847e+00   9.532824e-130
2.034887e+00   9.532824e-130
1.584772e+00   9.532824e-130
1.297501e+00   9.532824e-130
1.089197e+00   9.532824e-130
9.143337e-01   9.532824e-130
6.945024e-01   9.532824e-130
5.545714e-01   9.532824e-130
4.540447e-01   9.532824e-130
3.536103e-01   9.532824e-130
2.753920e-01   9.532824e-130
2.102286e-01   9.532824e-130
1.670337e-01   9.532824e-130
1.327139e-01   9.532824e-130
1.171196e-01   9.532824e-130
9.980273e-02   9.532824e-130
8.633159e-02   9.532824e-130
7.320001e-02   9.532824e-130
6.114179e-02   9.532824e-130
4.956057e-02   9.532824e-130
3.475056e-02   9.532824e-130
2.271886e-02   9.532824e-130
1.384876e-02   9.532824e-130
7.524735e-03   9.532824e-130
4.632958e-03   9.532824e-130
2.740651e-03   9.532824e-130
1.678995e-03   9.532824e-130
1.159740e-03   9.532824e-130
8.942191e-04   9.532824e-130
7.212248e-04   9.532824e-130
6.054372e-04   9.532824e-130
5.185056e-04   9.532824e-130
4.507671e-04   9.532824e-130
4.181963e-04   9.532824e-130
3.938424e-04   9.532824e-130
3.746345e-04   9.532824e-130
3.635624e-04   9.532824e-130
3.563634e-04   9.532824e-130
3.528175e-04   9.532824e-130
3.493069e-04   9.532824e-130
3.458312e-04   9.532824e-130
3.423901e-04   9.532824e-130
3.357278e-04   9.532824e-130
3.303494e-04   9.532824e-130
3.272423e-04   9.532824e-130
3.246348e-04   9.532824e-130
3.222575e-04   9.532824e-130
3.205861e-04   9.532824e-130
3.191946e-04   9.532824e-130
3.178568e-04   9.532824e-130
3.168888e-04   9.532824e-130
3.159553e-04   9.532824e-130
3.149144e-04   9.532824e-130
3.137043e-04   9.532824e-130
3.126708e-04   9.532824e-130
3.116407e-04   9.532824e-130
3.104742e-04   9.532824e-130
3.094823e-04   9.532824e-130
3.085090e-04   9.532824e-130
3.076156e-04   9.532824e-130
3.067094e-04   9.532824e-130
3.057601e-04   9.532824e-130
3.047985e-04   9.532824e-130
3.032328e-04   9.532824e-130
3.017204e-04   9.532824e-130
2.998106e-04   9.532824e-130
2.976150e-04   9.532824e-130
2.951551e-04   9.532824e-130
2.917802e-04   9.532824e-130
2.884007e-04   9.532824e-130
2.841638e-04   9.532824e-130
2.792901e-04   9.532824e-130
2.741707e-04   9.532824e-130
2.692259e-04   9.532824e-130
2.620803e-04   9.532824e-130
2.555328e-04   9.532824e-130
2.487257e-04   9.532824e-130
2.416888e-04   9.532824e-130
2.344520e-04   9.532824e-130
2.271819e-04   9.532824e-130
2.186016e-04   9.532824e-130
2.105032e-04   9.532824e-130
2.022189e-04   9.532824e-130
1.939792e-04   9.532824e-130
1.865689e-04   9.532824e-130
1.772393e-04   9.532824e-130
1.663428e-04   9.532824e-130
1.566636e-04   9.532824e-130
1.459408e-04   9.532824e-130
1.338943e-04   9.532824e-130
1.209589e-04   9.532824e-130
1.030280e-04   9.532824e-130
8.415420e-05   9.532824e-130
6.916195e-05   9.532824e-130
5.729142e-05   9.532824e-130
4.692736e-05   9.532824e-130
3.789431e-05   9.532824e-130
2.949884e-05   9.532824e-130
2.187733e-05   9.532824e-130
1.515758e-05   9.532824e-130
1.001367e-05   9.532824e-130
5.323606e-06   9.532824e-130
2.356084e-06   9.532824e-130
5.493612e-07   9.532824e-130
1.067144e-07   9.532824e-130
7.059725e-09   9.532824e-130
2.442669e-10   9.532824e-130
4.605777e-12   9.532824e-130
1.560672e-15   9.532824e-130
4.895699e-19   9.532824e-130
9.915187e-25   9.532824e-130
5.673172e-33   9.532824e-130
1.937250e-45   9.532824e-130
1.776758e-57   9.532824e-130
6.784072e-78   9.532824e-130
1.252366e-101   9.532824e-130
2.156419e-147   9.532824e-130
