-1.000000e+02 1.500000e+03
-9.000000e+01 1.450824e+03
-8.000000e+01 1.403260e+03
-7.000000e+01 1.357256e+03
-6.000000e+01 1.312760e+03
-5.000000e+01 1.269723e+03
-4.000000e+01 1.228096e+03
-3.000000e+01 1.187834e+03
-2.000000e+01 1.148893e+03
-1.000000e+01 1.111227e+03
0.000000e+00 1.074797e+03
1.000000e+01 1.039561e+03
2.000000e+01 1.005480e+03
3.500000e+01 9.564422e+02
5.000000e+01 9.097960e+02
7.500000e+01 8.370527e+02
1.000000e+02 7.701257e+02
1.250000e+02 7.085498e+02
1.500000e+02 6.518973e+02
1.750000e+02 5.997745e+02
2.000000e+02 5.518192e+02
2.500000e+02 4.671048e+02
3.000000e+02 3.953957e+02
3.500000e+02 3.346952e+02
4.000000e+02 2.833134e+02
4.500000e+02 2.398196e+02
4.900000e+02 2.098837e+02
5.250000e+02 1.867717e+02
5.600000e+02 1.662047e+02
6.150000e+02 1.383639e+02
6.600000e+02 1.190909e+02
7.000000e+02 1.042252e+02
7.500000e+02 8.822471e+01
8.000000e+02 7.468060e+01
8.540000e+02 6.237848e+01
9.000000e+02 5.351099e+01
9.460000e+02 4.590407e+01
9.710000e+02 4.223378e+01
1.003000e+03 3.796079e+01
1.032000e+03 3.446303e+01
1.065000e+03 3.087316e+01
1.101000e+03 2.738203e+01
1.143000e+03 2.380480e+01
1.214000e+03 1.878804e+01
1.299000e+03 1.415244e+01
1.398000e+03 1.017453e+01
1.520000e+03 6.774871e+00
1.617000e+03 4.903195e+00
1.722000e+03 3.455223e+00
1.820000e+03 2.492336e+00
1.894000e+03 1.947514e+00
1.946000e+03 1.637581e+00
1.989000e+03 1.418907e+00
2.024000e+03 1.262660e+00
2.055000e+03 1.138700e+00
2.083000e+03 1.037230e+00
2.098000e+03 9.866437e-01
2.110000e+03 9.479569e-01
2.120000e+03 9.168791e-01
2.126000e+03 8.987237e-01
2.130000e+03 8.868203e-01
2.132000e+03 8.809278e-01
2.134000e+03 8.750745e-01
2.136000e+03 8.692601e-01
2.138000e+03 8.634843e-01
2.141930e+03 8.522464e-01
2.145160e+03 8.431197e-01
2.147050e+03 8.378248e-01
2.148650e+03 8.333683e-01
2.150120e+03 8.292948e-01
2.151160e+03 8.264249e-01
2.152030e+03 8.240317e-01
2.152870e+03 8.217276e-01
2.153480e+03 8.200585e-01
2.154070e+03 8.184473e-01
2.154730e+03 8.166487e-01
2.155500e+03 8.145553e-01
2.156160e+03 8.127653e-01
2.156820e+03 8.109791e-01
2.157570e+03 8.089542e-01
2.158210e+03 8.072303e-01
2.158840e+03 8.055369e-01
2.159420e+03 8.039810e-01
2.160010e+03 8.024014e-01
2.160630e+03 8.007448e-01
2.161260e+03 7.990650e-01
2.162290e+03 7.963263e-01
2.163290e+03 7.936763e-01
2.164560e+03 7.903235e-01
2.166030e+03 7.864604e-01
2.167690e+03 7.821206e-01
2.169990e+03 7.761473e-01
2.172320e+03 7.701426e-01
2.175280e+03 7.625812e-01
2.178740e+03 7.538366e-01
2.182440e+03 7.445964e-01
2.186080e+03 7.356166e-01
2.191460e+03 7.225421e-01
2.196520e+03 7.104574e-01
2.201920e+03 6.977836e-01
2.207660e+03 6.845596e-01
2.213740e+03 6.708255e-01
2.220040e+03 6.568850e-01
2.227740e+03 6.402395e-01
2.235290e+03 6.243279e-01
2.243320e+03 6.078384e-01
2.251640e+03 5.912126e-01
2.259430e+03 5.760584e-01
2.269690e+03 5.566903e-01
2.282380e+03 5.336334e-01
2.294370e+03 5.127264e-01
2.308550e+03 4.890553e-01
2.325780e+03 4.617586e-01
2.346100e+03 4.315179e-01
2.378190e+03 3.877428e-01
2.418660e+03 3.388110e-01
2.457900e+03 2.972705e-01
2.495560e+03 2.622004e-01
2.535470e+03 2.295396e-01
2.578230e+03 1.990473e-01
2.628320e+03 1.684393e-01
2.688100e+03 1.380076e-01
2.761490e+03 1.080588e-01
2.844400e+03 8.196637e-02
2.970760e+03 5.379115e-02
3.133790e+03 3.123926e-02
3.424990e+03 1.183438e-02
3.752710e+03 3.969376e-03
4.295860e+03 6.492801e-04
4.968640e+03 6.894191e-05
5.762830e+03 4.883999e-06
7.360820e+03 2.373822e-08
8.974240e+03 1.095931e-10
1.159620e+04 1.754315e-14
1.539200e+04 5.612085e-20
2.113310e+04 2.741768e-28
2.667660e+04 2.588168e-36
3.607950e+04 6.322671e-50
4.700930e+04 9.514686e-66
6.808440e+04 2.944844e-96
