-1.000000e+02	2.068590e+08
-9.000000e+01	2.132397e+04
-8.000000e+01	5.449057e+03
-7.000000e+01	1.231553e+03
-6.000000e+01	2.567646e+02
-5.000000e+01	4.611686e+01
-4.000000e+01	4.577672e+01
-3.000000e+01	4.528160e+01
-2.000000e+01	4.470207e+01
-1.000000e+01	4.381297e+01
0.000000e+00	4.353898e+01
1.000000e+01	4.252752e+01
2.000000e+01	4.208659e+01
3.500000e+01	4.113537e+01
5.000000e+01	4.036399e+01
7.500000e+01	2.722620e+03
1.000000e+02	1.040194e+05
1.250000e+02	6.758591e+05
1.500000e+02	2.782161e+06
1.750000e+02	1.331729e+07
2.000000e+02	4.928617e+07
2.500000e+02	2.027989e+08
3.000000e+02	2.818055e+08
3.500000e+02	2.325189e+08
4.000000e+02	1.568002e+08
4.500000e+02	9.557856e+07
4.900000e+02	5.706204e+07
5.250000e+02	3.405940e+07
5.600000e+02	1.930976e+07
6.150000e+02	6.728324e+06
6.600000e+02	2.456495e+06
7.000000e+02	8.754033e+05
7.500000e+02	3.108295e+05
8.000000e+02	1.586483e+05
8.540000e+02	7.724023e+04
9.000000e+02	3.855752e+04
9.460000e+02	1.912487e+04
9.710000e+02	1.229382e+04
1.003000e+03	7.694639e+03
1.032000e+03	5.222877e+03
1.065000e+03	3.471568e+03
1.101000e+03	2.181380e+03
1.143000e+03	1.302971e+03
1.214000e+03	5.943322e+02
1.299000e+03	2.366225e+02
1.398000e+03	8.449923e+01
1.520000e+03	2.622139e+01
1.617000e+03	1.118251e+01
1.722000e+03	5.004001e+00
1.820000e+03	2.473353e+00
1.894000e+03	1.369406e+00
1.946000e+03	9.063157e-01
1.989000e+03	6.472972e-01
2.024000e+03	4.897221e-01
2.055000e+03	3.787365e-01
2.083000e+03	3.038357e-01
2.098000e+03	2.710887e-01
2.110000e+03	2.480924e-01
2.120000e+03	2.309972e-01
2.126000e+03	2.212234e-01
2.130000e+03	2.147821e-01
2.132000e+03	2.112914e-01
2.134000e+03	2.070595e-01
2.136000e+03	2.017225e-01
2.138000e+03	1.944383e-01
2.141930e+03	2.055255e-01
2.145160e+03	4.259131e-01
2.147050e+03	1.744588e+00
2.148650e+03	5.868074e+00
2.150120e+03	1.287242e+01
2.151160e+03	2.098434e+01
2.152030e+03	2.310874e+01
2.152870e+03	2.085329e+01
2.153480e+03	1.883747e+01
2.154070e+03	1.507888e+01
2.154730e+03	9.241416e+00
2.155500e+03	2.932096e+00
2.156160e+03	1.782208e+00
2.156820e+03	6.766501e-01
2.157570e+03	3.189637e-01
2.158210e+03	9.870720e-02
2.158840e+03	5.768956e-02
2.159420e+03	1.707574e-02
2.160010e+03	5.982810e-03
2.160630e+03	3.892963e-03
2.161260e+03	3.014509e-03
2.162290e+03	2.333290e-03
2.163290e+03	1.987539e-03
2.164560e+03	1.731100e-03
2.166030e+03	1.548517e-03
2.167690e+03	1.414322e-03
2.169990e+03	1.292120e-03
2.172320e+03	1.010545e-03
2.175280e+03	8.216896e-04
2.178740e+03	6.986289e-04
2.182440e+03	6.208478e-04
2.186080e+03	5.790511e-04
2.191460e+03	5.272509e-04
2.196520e+03	4.815282e-04
2.201920e+03	4.319140e-04
2.207660e+03	3.990801e-04
2.213740e+03	3.733462e-04
2.220040e+03	3.522065e-04
2.227740e+03	3.302701e-04
2.235290e+03	3.129972e-04
2.243320e+03	2.973844e-04
2.251640e+03	2.788848e-04
2.259430e+03	2.637989e-04
2.269690e+03	2.476462e-04
2.282380e+03	2.286958e-04
2.294370e+03	2.060855e-04
2.308550e+03	1.859563e-04
2.325780e+03	1.678882e-04
2.346100e+03	1.519270e-04
2.378190e+03	1.339236e-04
2.418660e+03	1.116982e-04
2.457900e+03	9.212784e-05
2.495560e+03	8.003445e-05
2.535470e+03	7.105195e-05
2.578230e+03	6.414082e-05
2.628320e+03	5.838418e-05
2.688100e+03	5.318126e-05
2.761490e+03	4.833833e-05
2.844400e+03	4.417443e-05
2.970760e+03	3.949608e-05
3.133790e+03	3.520886e-05
3.424990e+03	2.620728e-05
3.752710e+03	2.032418e-05
4.295860e+03	1.544605e-05
4.968640e+03	1.231445e-05
5.762830e+03	7.772459e-06
7.360820e+03	3.949841e-06
8.974240e+03	2.739563e-06
1.159620e+04	1.881908e-06
1.539200e+04	1.319529e-06
2.113310e+04	9.145690e-07
2.667660e+04	7.028107e-07
3.607950e+04	5.381921e-07
4.700930e+04	4.145070e-07
6.808440e+04	2.699320e-07
