-1.000000e+02 -1.499882e+00 1.880738e-02 0.000000e+00
-9.000000e+01 -1.126899e+00 1.284597e-02 0.000000e+00
-8.000000e+01 -8.680082e-01 9.070298e-03 0.000000e+00
-7.000000e+01 -6.827174e-01 6.585387e-03 0.000000e+00
-6.000000e+01 -5.466253e-01 4.896101e-03 0.000000e+00
-5.000000e+01 -4.444289e-01 3.715395e-03 0.000000e+00
-4.000000e+01 -3.661997e-01 2.870102e-03 0.000000e+00
-3.000000e+01 -3.053041e-01 2.252105e-03 0.000000e+00
-2.000000e+01 -2.571954e-01 1.791848e-03 0.000000e+00
-1.000000e+01 -2.186860e-01 1.443390e-03 0.000000e+00
0.000000e+00 -1.874944e-01 1.572915e-03 0.000000e+00
1.000000e+01 -1.619667e-01 9.672402e-04 0.000000e+00
2.000000e+01 -1.408692e-01 8.030219e-04 0.000000e+00
3.500000e+01 -1.155797e-01 6.168172e-04 0.000000e+00
5.000000e+01 -9.599879e-02 4.815902e-04 0.000000e+00
7.500000e+01 -7.212547e-02 3.289448e-04 0.000000e+00
1.000000e+02 -5.555507e-02 2.322655e-04 0.000000e+00
1.250000e+02 -4.369562e-02 1.686368e-04 0.000000e+00
1.500000e+02 -3.498520e-02 1.253803e-04 0.000000e+00
1.750000e+02 -2.844429e-02 9.514637e-05 0.000000e+00
2.000000e+02 -2.343738e-02 7.350097e-05 0.000000e+00
2.500000e+02 -1.646084e-02 4.588961e-05 0.000000e+00
3.000000e+02 -1.199996e-02 3.011035e-05 0.000000e+00
3.500000e+02 -9.015754e-03 2.056725e-05 0.000000e+00
4.000000e+02 -6.944429e-03 1.452290e-05 0.000000e+00
4.500000e+02 -5.461983e-03 1.054475e-05 0.000000e+00
4.900000e+02 -4.566077e-03 8.304589e-06 0.000000e+00
5.250000e+02 -3.936195e-03 6.813721e-06 0.000000e+00
5.600000e+02 -3.417039e-03 5.642919e-06 0.000000e+00
6.150000e+02 -2.770881e-03 4.267387e-06 0.000000e+00
6.600000e+02 -2.358280e-03 3.442126e-06 0.000000e+00
7.000000e+02 -2.057611e-03 2.869957e-06 0.000000e+00
7.500000e+02 -1.749525e-03 2.311970e-06 0.000000e+00
8.000000e+02 -1.499999e-03 1.883249e-06 0.000000e+00
8.540000e+02 -1.281059e-03 1.526086e-06 0.000000e+00
9.000000e+02 -1.126971e-03 1.286469e-06 0.000000e+00
9.460000e+02 -9.966373e-04 1.092095e-06 0.000000e+00
9.710000e+02 -9.341580e-04 1.001813e-06 0.000000e+00
1.003000e+03 -8.615771e-04 8.994390e-07 0.000000e+00
1.032000e+03 -8.021561e-04 8.177291e-07 0.000000e+00
1.065000e+03 -7.410022e-04 7.357169e-07 0.000000e+00
1.101000e+03 -6.811757e-04 6.576367e-07 0.000000e+00
1.143000e+03 -6.192457e-04 5.791850e-07 0.000000e+00
1.214000e+03 -5.305702e-04 4.713765e-07 0.000000e+00
1.299000e+03 -4.453344e-04 3.732604e-07 0.000000e+00
1.398000e+03 -3.675876e-04 2.890500e-07 0.000000e+00
1.520000e+03 -2.947853e-04 2.153983e-07 0.000000e+00
1.617000e+03 -2.500497e-04 1.729803e-07 0.000000e+00
1.722000e+03 -2.112667e-04 1.381873e-07 0.000000e+00
1.820000e+03 -1.819856e-04 1.132758e-07 0.000000e+00
1.894000e+03 -1.633658e-04 9.810290e-08 0.000000e+00
1.946000e+03 -1.517756e-04 8.894100e-08 0.000000e+00
1.989000e+03 -1.430059e-04 8.216079e-08 0.000000e+00
2.024000e+03 -1.363600e-04 7.711347e-08 0.000000e+00
2.055000e+03 -1.308132e-04 7.296296e-08 0.000000e+00
2.083000e+03 -1.260589e-04 6.945163e-08 0.000000e+00
2.098000e+03 -1.236064e-04 6.765740e-08 0.000000e+00
2.110000e+03 -1.216901e-04 6.626358e-08 0.000000e+00
2.120000e+03 -1.201233e-04 6.512941e-08 0.000000e+00
2.126000e+03 -1.191961e-04 6.446054e-08 0.000000e+00
2.130000e+03 -1.185833e-04 6.401940e-08 0.000000e+00
2.132000e+03 -1.182784e-04 6.380024e-08 0.000000e+00
2.134000e+03 -1.179746e-04 6.358202e-08 0.000000e+00
2.136000e+03 -1.176719e-04 6.336474e-08 0.000000e+00
2.138000e+03 -1.173702e-04 6.314838e-08 0.000000e+00
2.141930e+03 -1.167803e-04 6.272592e-08 0.000000e+00
2.145160e+03 -1.162984e-04 6.238135e-08 0.000000e+00
2.147050e+03 -1.160177e-04 6.218083e-08 0.000000e+00
2.148650e+03 -1.157807e-04 6.201170e-08 0.000000e+00
2.150120e+03 -1.155636e-04 6.185682e-08 0.000000e+00
2.151160e+03 -1.154103e-04 6.174754e-08 0.000000e+00
2.152030e+03 -1.152823e-04 6.165631e-08 0.000000e+00
2.152870e+03 -1.151589e-04 6.156838e-08 0.000000e+00
2.153480e+03 -1.150694e-04 6.150463e-08 0.000000e+00
2.154070e+03 -1.149829e-04 6.144305e-08 0.000000e+00
2.154730e+03 -1.148862e-04 6.137425e-08 0.000000e+00
2.155500e+03 -1.147736e-04 6.129410e-08 0.000000e+00
2.156160e+03 -1.146771e-04 6.122551e-08 0.000000e+00
2.156820e+03 -1.145808e-04 6.115701e-08 0.000000e+00
2.157570e+03 -1.144715e-04 6.107930e-08 0.000000e+00
2.158210e+03 -1.143783e-04 6.101307e-08 0.000000e+00
2.158840e+03 -1.142867e-04 6.094797e-08 0.000000e+00
2.159420e+03 -1.142025e-04 6.088811e-08 0.000000e+00
2.160010e+03 -1.141168e-04 6.082730e-08 0.000000e+00
2.160630e+03 -1.140269e-04 6.076348e-08 0.000000e+00
2.161260e+03 -1.139357e-04 6.069871e-08 0.000000e+00
2.162290e+03 -1.137867e-04 6.059300e-08 0.000000e+00
2.163290e+03 -1.136423e-04 6.049060e-08 0.000000e+00
2.164560e+03 -1.134593e-04 6.036086e-08 0.000000e+00
2.166030e+03 -1.132480e-04 6.021112e-08 0.000000e+00
2.167690e+03 -1.130099e-04 6.004258e-08 0.000000e+00
2.169990e+03 -1.126813e-04 5.981004e-08 0.000000e+00
2.172320e+03 -1.123496e-04 5.957561e-08 0.000000e+00
2.175280e+03 -1.119301e-04 5.927945e-08 0.000000e+00
2.178740e+03 -1.114424e-04 5.893559e-08 0.000000e+00
2.182440e+03 -1.109239e-04 5.857064e-08 0.000000e+00
2.186080e+03 -1.104171e-04 5.821436e-08 0.000000e+00
2.191460e+03 -1.096735e-04 5.769272e-08 0.000000e+00
2.196520e+03 -1.089803e-04 5.720742e-08 0.000000e+00
2.201920e+03 -1.082469e-04 5.669514e-08 0.000000e+00
2.207660e+03 -1.074746e-04 5.615687e-08 0.000000e+00
