2.213740e+03 -1.066645e-04 5.559367e-08 0.000000e+00
2.220040e+03 -1.058336e-04 5.501752e-08 0.000000e+00
2.227740e+03 -1.048298e-04 5.432345e-08 0.000000e+00
2.235290e+03 -1.038578e-04 5.365349e-08 0.000000e+00
2.243320e+03 -1.028372e-04 5.295223e-08 0.000000e+00
2.251640e+03 -1.017937e-04 5.223770e-08 0.000000e+00
2.259430e+03 -1.008295e-04 5.157958e-08 0.000000e+00
2.269690e+03 -9.957811e-05 5.072853e-08 0.000000e+00
2.282380e+03 -9.805876e-05 4.970006e-08 0.000000e+00
2.294370e+03 -9.665150e-05 4.875217e-08 0.000000e+00
2.308550e+03 -9.502173e-05 4.766012e-08 0.000000e+00
2.325780e+03 -9.309035e-05 4.637403e-08 0.000000e+00
2.346100e+03 -9.087927e-05 4.491255e-08 0.000000e+00
2.378190e+03 -8.752789e-05 4.271986e-08 0.000000e+00
2.418660e+03 -8.353219e-05 4.014192e-08 0.000000e+00
2.457900e+03 -7.988685e-05 3.782548e-08 0.000000e+00
2.495560e+03 -7.658509e-05 3.575744e-08 0.000000e+00
2.535470e+03 -7.328167e-05 3.371781e-08 0.000000e+00
2.578230e+03 -6.994982e-05 3.169137e-08 0.000000e+00
2.628320e+03 -6.629879e-05 2.950738e-08 0.000000e+00
2.688100e+03 -6.226651e-05 2.714145e-08 0.000000e+00
2.761490e+03 -5.775112e-05 2.455198e-08 0.000000e+00
2.844400e+03 -5.316014e-05 2.198731e-08 0.000000e+00
2.970760e+03 -4.705449e-05 1.868977e-08 0.000000e+00
3.133790e+03 -4.048336e-05 1.529698e-08 0.000000e+00
3.424990e+03 -3.148986e-05 1.094743e-08 0.000000e+00
3.752710e+03 -2.428882e-05 7.747521e-09 0.000000e+00
4.295860e+03 -1.650642e-05 4.632635e-09 0.000000e+00
4.968640e+03 -1.086332e-05 2.654549e-09 0.000000e+00
5.762830e+03 -7.075123e-06 1.500298e-09 0.000000e+00
7.360820e+03 -3.470440e-06 5.816990e-10 0.000000e+00
8.974240e+03 -1.942589e-06 2.689600e-10 0.000000e+00
1.159620e+04 -9.138289e-07 9.876661e-11 0.000000e+00
1.539200e+04 -3.957180e-07 3.253064e-11 0.000000e+00
2.113310e+04 -1.545003e-07 9.357748e-12 0.000000e+00
2.667660e+04 -7.726241e-08 3.743096e-12 0.000000e+00
3.607950e+04 -3.141285e-08 1.142068e-12 0.000000e+00
4.700930e+04 -1.425636e-08 4.042562e-13 0.000000e+00
6.808440e+04 -4.711148e-09 9.497664e-14 0.000000e+00
